PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male
123,0,2,32.5,1,0,30.0708,True
124,1,2,32.5,0,0,13.0,False
125,0,1,54.0,0,1,77.2875,True
126,1,3,12.0,1,0,11.2417,True
127,0,3,28.0,0,0,7.75,True
128,1,3,24.0,0,0,7.1417,True
129,1,3,28.0,1,1,22.3583,False
130,0,3,45.0,0,0,6.975,True
131,0,3,33.0,0,0,7.8958,True
132,0,3,20.0,0,0,7.05,True
133,0,3,47.0,1,0,14.5,False
134,1,2,29.0,1,0,26.0,False
135,0,2,25.0,0,0,13.0,True
136,0,2,23.0,0,0,15.0458,True
137,1,1,19.0,0,2,26.2833,False
138,0,1,37.0,1,0,53.1,True
139,0,3,16.0,0,0,9.2167,True
140,0,1,24.0,0,0,79.2,True
141,0,3,28.0,0,2,15.2458,False
142,1,3,22.0,0,0,7.75,False
143,1,3,24.0,1,0,15.85,False
144,0,3,19.0,0,0,6.75,True
145,0,2,18.0,0,0,11.5,True
146,0,2,19.0,1,1,36.75,True
147,1,3,27.0,0,0,7.7958,True
148,0,3,9.0,2,2,34.375,False
149,0,2,36.5,0,2,26.0,True
150,0,2,42.0,0,0,13.0,True
151,0,2,51.0,0,0,12.525,True
152,1,1,22.0,1,0,66.6,False
153,0,3,55.5,0,0,8.05,True
154,0,3,40.5,0,2,14.5,True
155,0,3,28.0,0,0,7.3125,True
156,0,1,51.0,0,1,61.3792,True
157,1,3,16.0,0,0,7.7333,False
158,0,3,30.0,0,0,8.05,True
159,0,3,28.0,0,0,8.6625,True
160,0,3,28.0,8,2,69.55,True
161,0,3,44.0,0,1,16.1,True
162,1,2,40.0,0,0,15.75,False
163,0,3,26.0,0,0,7.775,True
164,0,3,17.0,0,0,8.6625,True
165,0,3,1.0,4,1,39.6875,True
166,1,3,9.0,0,2,20.525,True
167,1,1,28.0,0,1,55.0,False
168,0,3,45.0,1,4,27.9,False
169,0,1,28.0,0,0,25.925,True
170,0,3,28.0,0,0,56.4958,True
171,0,1,61.0,0,0,33.5,True
172,0,3,4.0,4,1,29.125,True
173,1,3,1.0,1,1,11.1333,False
174,0,3,21.0,0,0,7.925,True
175,0,1,56.0,0,0,30.6958,True
176,0,3,18.0,1,1,7.8542,True
177,0,3,28.0,3,1,25.4667,True
178,0,1,50.0,0,0,28.7125,False
179,0,2,30.0,0,0,13.0,True
180,0,3,36.0,0,0,0.0,True
181,0,3,28.0,8,2,69.55,False
182,0,2,28.0,0,0,15.05,True
183,0,3,9.0,4,2,31.3875,True
184,1,2,1.0,2,1,39.0,True
185,1,3,4.0,0,2,22.025,False
186,0,1,28.0,0,0,50.0,True
187,1,3,28.0,1,0,15.5,False
188,1,1,45.0,0,0,26.55,True
189,0,3,40.0,1,1,15.5,True
190,0,3,36.0,0,0,7.8958,True
191,1,2,32.0,0,0,13.0,False
192,0,2,19.0,0,0,13.0,True
193,1,3,19.0,1,0,7.8542,False
194,1,2,3.0,1,1,26.0,True
195,1,1,44.0,0,0,27.7208,False
196,1,1,58.0,0,0,146.5208,False
197,0,3,28.0,0,0,7.75,True
198,0,3,42.0,0,1,8.4042,True
199,1,3,28.0,0,0,7.75,False
200,0,2,24.0,0,0,13.0,False
201,0,3,28.0,0,0,9.5,True
202,0,3,28.0,8,2,69.55,True
203,0,3,34.0,0,0,6.4958,True
204,0,3,45.5,0,0,7.225,True
205,1,3,18.0,0,0,8.05,True
206,0,3,2.0,0,1,10.4625,False
207,0,3,32.0,1,0,15.85,True
208,1,3,26.0,0,0,18.7875,True
209,1,3,16.0,0,0,7.75,False
210,1,1,40.0,0,0,31.0,True
211,0,3,24.0,0,0,7.05,True
212,1,2,35.0,0,0,21.0,False
213,0,3,22.0,0,0,7.25,True
214,0,2,30.0,0,0,13.0,True
215,0,3,28.0,1,0,7.75,True
216,1,1,31.0,1,0,113.275,False
217,1,3,27.0,0,0,7.925,False
218,0,2,42.0,1,0,27.0,True
219,1,1,32.0,0,0,76.2917,False
220,0,2,30.0,0,0,10.5,True
221,1,3,16.0,0,0,8.05,True
222,0,2,27.0,0,0,13.0,True
223,0,3,51.0,0,0,8.05,True
224,0,3,28.0,0,0,7.8958,True
225,1,1,38.0,1,0,90.0,True
226,0,3,22.0,0,0,9.35,True
227,1,2,19.0,0,0,10.5,True
228,0,3,20.5,0,0,7.25,True
229,0,2,18.0,0,0,13.0,True
230,0,3,28.0,3,1,25.4667,False
231,1,1,35.0,1,0,83.475,False
232,0,3,29.0,0,0,7.775,True
233,0,2,59.0,0,0,13.5,True
234,1,3,5.0,4,2,31.3875,False
235,0,2,24.0,0,0,10.5,True
236,0,3,28.0,0,0,7.55,False
237,0,2,44.0,1,0,26.0,True
238,1,2,8.0,0,2,26.25,False
239,0,2,19.0,0,0,10.5,True
240,0,2,33.0,0,0,12.275,True
241,0,3,28.0,1,0,14.4542,False
242,1,3,28.0,1,0,15.5,False
243,0,2,29.0,0,0,10.5,True
244,0,3,22.0,0,0,7.125,True
245,0,3,30.0,0,0,7.225,True
246,0,1,44.0,2,0,90.0,True
247,0,3,25.0,0,0,7.775,False
248,1,2,24.0,0,2,14.5,False
249,1,1,37.0,1,1,52.5542,True
250,0,2,54.0,1,0,26.0,True
251,0,3,28.0,0,0,7.25,True
252,0,3,29.0,1,1,10.4625,False
253,0,1,62.0,0,0,26.55,True
254,0,3,30.0,1,0,16.1,True
255,0,3,41.0,0,2,20.2125,False
256,1,3,29.0,0,2,15.2458,False
257,1,1,28.0,0,0,79.2,False
258,1,1,30.0,0,0,86.5,False
259,1,1,35.0,0,0,512.3292,False
260,1,2,50.0,0,1,26.0,False
261,0,3,28.0,0,0,7.75,True
262,1,3,3.0,4,2,31.3875,True
263,0,1,52.0,1,1,79.65,True
264,0,1,40.0,0,0,0.0,True
265,0,3,28.0,0,0,7.75,False
266,0,2,36.0,0,0,10.5,True
267,0,3,16.0,4,1,39.6875,True
268,1,3,25.0,1,0,7.775,True
269,1,1,58.0,0,1,153.4625,False
270,1,1,35.0,0,0,135.6333,False
271,0,1,28.0,0,0,31.0,True
272,1,3,25.0,0,0,0.0,True
273,1,2,41.0,0,1,19.5,False
274,0,1,37.0,0,1,29.7,True
275,1,3,28.0,0,0,7.75,False
276,1,1,63.0,1,0,77.9583,False
277,0,3,45.0,0,0,7.75,False
278,0,2,28.0,0,0,0.0,True
279,0,3,7.0,4,1,29.125,True
280,1,3,35.0,1,1,20.25,False
281,0,3,65.0,0,0,7.75,True
282,0,3,28.0,0,0,7.8542,True
283,0,3,16.0,0,0,9.5,True
284,1,3,19.0,0,0,8.05,True
285,0,1,28.0,0,0,26.0,True
286,0,3,33.0,0,0,8.6625,True
287,1,3,30.0,0,0,9.5,True
288,0,3,22.0,0,0,7.8958,True
289,1,2,42.0,0,0,13.0,True
290,1,3,22.0,0,0,7.75,False
291,1,1,26.0,0,0,78.85,False
292,1,1,19.0,1,0,91.0792,False
293,0,2,36.0,0,0,12.875,True
294,0,3,24.0,0,0,8.85,False
295,0,3,24.0,0,0,7.8958,True
296,0,1,28.0,0,0,27.7208,True
297,0,3,23.5,0,0,7.2292,True
298,0,1,2.0,1,2,151.55,False
299,1,1,28.0,0,0,30.5,True
300,1,1,50.0,0,1,247.5208,False
301,1,3,28.0,0,0,7.75,False
302,1,3,28.0,2,0,23.25,True
303,0,3,19.0,0,0,0.0,True
304,1,2,28.0,0,0,12.35,False
305,0,3,28.0,0,0,8.05,True
306,1,1,0.92,1,2,151.55,True
307,1,1,28.0,0,0,110.8833,False
308,1,1,17.0,1,0,108.9,False
309,0,2,30.0,1,0,24.0,True
310,1,1,30.0,0,0,56.9292,False
311,1,1,24.0,0,0,83.1583,False
312,1,1,18.0,2,2,262.375,False
313,0,2,26.0,1,1,26.0,False
314,0,3,28.0,0,0,7.8958,True
315,0,2,43.0,1,1,26.25,True
316,1,3,26.0,0,0,7.8542,False
317,1,2,24.0,1,0,26.0,False
318,0,2,54.0,0,0,14.0,True
319,1,1,31.0,0,2,164.8667,False
320,1,1,40.0,1,1,134.5,False
321,0,3,22.0,0,0,7.25,True
322,0,3,27.0,0,0,7.8958,True
323,1,2,30.0,0,0,12.35,False
324,1,2,22.0,1,1,29.0,False
325,0,3,28.0,8,2,69.55,True
326,1,1,36.0,0,0,135.6333,False
327,0,3,61.0,0,0,6.2375,True
328,1,2,36.0,0,0,13.0,False
329,1,3,31.0,1,1,20.525,False
330,1,1,16.0,0,1,57.9792,False
331,1,3,28.0,2,0,23.25,False
332,0,1,45.5,0,0,28.5,True
333,0,1,38.0,0,1,153.4625,True
334,0,3,16.0,2,0,18.0,True
335,1,1,28.0,1,0,133.65,False
336,0,3,28.0,0,0,7.8958,True
337,0,1,29.0,1,0,66.6,True
338,1,1,41.0,0,0,134.5,False
339,1,3,45.0,0,0,8.05,True
340,0,1,45.0,0,0,35.5,True
341,1,2,2.0,1,1,26.0,True
342,1,1,24.0,3,2,263.0,False
343,0,2,28.0,0,0,13.0,True
344,0,2,25.0,0,0,13.0,True
345,0,2,36.0,0,0,13.0,True
346,1,2,24.0,0,0,13.0,False
347,1,2,40.0,0,0,13.0,False
348,1,3,28.0,1,0,16.1,False
349,1,3,3.0,1,1,15.9,True
350,0,3,42.0,0,0,8.6625,True
351,0,3,23.0,0,0,9.225,True
352,0,1,28.0,0,0,35.0,True
353,0,3,15.0,1,1,7.2292,True
354,0,3,25.0,1,0,17.8,True
355,0,3,28.0,0,0,7.225,True
356,0,3,28.0,0,0,9.5,True
357,1,1,22.0,0,1,55.0,False
358,0,2,38.0,0,0,13.0,False
359,1,3,28.0,0,0,7.8792,False
360,1,3,28.0,0,0,7.8792,False
361,0,3,40.0,1,4,27.9,True
362,0,2,29.0,1,0,27.7208,True
363,0,3,45.0,0,1,14.4542,False
364,0,3,35.0,0,0,7.05,True
365,0,3,28.0,1,0,15.5,True
366,0,3,30.0,0,0,7.25,True
367,1,1,60.0,1,0,75.25,False
368,1,3,28.0,0,0,7.2292,False
369,1,3,28.0,0,0,7.75,False
370,1,1,24.0,0,0,69.3,False
371,1,1,25.0,1,0,55.4417,True
372,0,3,18.0,1,0,6.4958,True
373,0,3,19.0,0,0,8.05,True
374,0,1,22.0,0,0,135.6333,True
375,0,3,3.0,3,1,21.075,False
376,1,1,28.0,1,0,82.1708,False
377,1,3,22.0,0,0,7.25,False
378,0,1,27.0,0,2,211.5,True
379,0,3,20.0,0,0,4.0125,True
380,0,3,19.0,0,0,7.775,True
381,1,1,42.0,0,0,227.525,False
382,1,3,1.0,0,2,15.7417,False
383,0,3,32.0,0,0,7.925,True
384,1,1,35.0,1,0,52.0,False
385,0,3,28.0,0,0,7.8958,True
386,0,2,18.0,0,0,73.5,True
387,0,3,1.0,5,2,46.9,True
388,1,2,36.0,0,0,13.0,False
389,0,3,28.0,0,0,7.7292,True
390,1,2,17.0,0,0,12.0,False
391,1,1,36.0,1,2,120.0,True
392,1,3,21.0,0,0,7.7958,True
393,0,3,28.0,2,0,7.925,True
394,1,1,23.0,1,0,113.275,False
395,1,3,24.0,0,2,16.7,False
396,0,3,22.0,0,0,7.7958,True
397,0,3,31.0,0,0,7.8542,False
398,0,2,46.0,0,0,26.0,True
399,0,2,23.0,0,0,10.5,True
400,1,2,28.0,0,0,12.65,False
401,1,3,39.0,0,0,7.925,True
402,0,3,26.0,0,0,8.05,True
403,0,3,21.0,1,0,9.825,False
404,0,3,28.0,1,0,15.85,True
405,0,3,20.0,0,0,8.6625,False
406,0,2,34.0,1,0,21.0,True
407,0,3,51.0,0,0,7.75,True
408,1,2,3.0,1,1,18.75,True
409,0,3,21.0,0,0,7.775,True
410,0,3,28.0,3,1,25.4667,False
411,0,3,28.0,0,0,7.8958,True
412,0,3,28.0,0,0,6.8583,True
413,1,1,33.0,1,0,90.0,False
414,0,2,28.0,0,0,0.0,True
415,1,3,44.0,0,0,7.925,True
416,0,3,28.0,0,0,8.05,False
417,1,2,34.0,1,1,32.5,False
418,1,2,18.0,0,2,13.0,False
419,0,2,30.0,0,0,13.0,True
420,0,3,10.0,0,2,24.15,False
421,0,3,28.0,0,0,7.8958,True
422,0,3,21.0,0,0,7.7333,True
423,0,3,29.0,0,0,7.875,True
424,0,3,28.0,1,1,14.4,False
425,0,3,18.0,1,1,20.2125,True
426,0,3,28.0,0,0,7.25,True
427,1,2,28.0,1,0,26.0,False
428,1,2,19.0,0,0,26.0,False
429,0,3,28.0,0,0,7.75,True
430,1,3,32.0,0,0,8.05,True
431,1,1,28.0,0,0,26.55,True
432,1,3,28.0,1,0,16.1,False
433,1,2,42.0,1,0,26.0,False
434,0,3,17.0,0,0,7.125,True
435,0,1,50.0,1,0,55.9,True
436,1,1,14.0,1,2,120.0,False
437,0,3,21.0,2,2,34.375,False
438,1,2,24.0,2,3,18.75,False
439,0,1,64.0,1,4,263.0,True
440,0,2,31.0,0,0,10.5,True
441,1,2,45.0,1,1,26.25,False
442,0,3,20.0,0,0,9.5,True
443,0,3,25.0,1,0,7.775,True
444,1,2,28.0,0,0,13.0,False
445,1,3,28.0,0,0,8.1125,True
446,1,1,4.0,0,2,81.8583,True
447,1,2,13.0,0,1,19.5,False
448,1,1,34.0,0,0,26.55,True
449,1,3,5.0,2,1,19.2583,False
450,1,1,52.0,0,0,30.5,True
451,0,2,36.0,1,2,27.75,True
452,0,3,28.0,1,0,19.9667,True
453,0,1,30.0,0,0,27.75,True
454,1,1,49.0,1,0,89.1042,True
455,0,3,28.0,0,0,8.05,True
456,1,3,29.0,0,0,7.8958,True
457,0,1,65.0,0,0,26.55,True
458,1,1,28.0,1,0,51.8625,False
459,1,2,50.0,0,0,10.5,False
460,0,3,28.0,0,0,7.75,True
461,1,1,48.0,0,0,26.55,True
462,0,3,34.0,0,0,8.05,True
463,0,1,47.0,0,0,38.5,True
464,0,2,48.0,0,0,13.0,True
465,0,3,28.0,0,0,8.05,True
466,0,3,38.0,0,0,7.05,True
467,0,2,28.0,0,0,0.0,True
468,0,1,56.0,0,0,26.55,True
469,0,3,28.0,0,0,7.725,True
470,1,3,0.75,2,1,19.2583,False
471,0,3,28.0,0,0,7.25,True
472,0,3,38.0,0,0,8.6625,True
473,1,2,33.0,1,2,27.75,False
474,1,2,23.0,0,0,13.7917,False
475,0,3,22.0,0,0,9.8375,False
476,0,1,28.0,0,0,52.0,True
477,0,2,34.0,1,0,21.0,True
478,0,3,29.0,1,0,7.0458,True
479,0,3,22.0,0,0,7.5208,True
480,1,3,2.0,0,1,12.2875,False
481,0,3,9.0,5,2,46.9,True
482,0,2,28.0,0,0,0.0,True
483,0,3,50.0,0,0,8.05,True
484,1,3,63.0,0,0,9.5875,False
485,1,1,25.0,1,0,91.0792,True
486,0,3,28.0,3,1,25.4667,False
487,1,1,35.0,1,0,90.0,False
488,0,1,58.0,0,0,29.7,True
489,0,3,30.0,0,0,8.05,True
490,1,3,9.0,1,1,15.9,True
491,0,3,28.0,1,0,19.9667,True
492,0,3,21.0,0,0,7.25,True
493,0,1,55.0,0,0,30.5,True
494,0,1,71.0,0,0,49.5042,True
495,0,3,21.0,0,0,8.05,True
496,0,3,28.0,0,0,14.4583,True
497,1,1,54.0,1,0,78.2667,False
498,0,3,28.0,0,0,15.1,True
499,0,1,25.0,1,2,151.55,False
500,0,3,24.0,0,0,7.7958,True
501,0,3,17.0,0,0,8.6625,True
502,0,3,21.0,0,0,7.75,False
503,0,3,28.0,0,0,7.6292,False
504,0,3,37.0,0,0,9.5875,False
505,1,1,16.0,0,0,86.5,False
506,0,1,18.0,1,0,108.9,True
507,1,2,33.0,0,2,26.0,False
508,1,1,28.0,0,0,26.55,True
509,0,3,28.0,0,0,22.525,True
510,1,3,26.0,0,0,56.4958,True
511,1,3,29.0,0,0,7.75,True
512,0,3,28.0,0,0,8.05,True
513,1,1,36.0,0,0,26.2875,True
514,1,1,54.0,1,0,59.4,False
515,0,3,24.0,0,0,7.4958,True
516,0,1,47.0,0,0,34.0208,True
517,1,2,34.0,0,0,10.5,False
518,0,3,28.0,0,0,24.15,True
519,1,2,36.0,1,0,26.0,False
520,0,3,32.0,0,0,7.8958,True
521,1,1,30.0,0,0,93.5,False
522,0,3,22.0,0,0,7.8958,True
523,0,3,28.0,0,0,7.225,True
524,1,1,44.0,0,1,57.9792,False
525,0,3,28.0,0,0,7.2292,True
526,0,3,40.5,0,0,7.75,True
527,1,2,50.0,0,0,10.5,False
528,0,1,28.0,0,0,221.7792,True
529,0,3,39.0,0,0,7.925,True
530,0,2,23.0,2,1,11.5,True
531,1,2,2.0,1,1,26.0,False
532,0,3,28.0,0,0,7.2292,True
533,0,3,17.0,1,1,7.2292,True
534,1,3,28.0,0,2,22.3583,False
535,0,3,30.0,0,0,8.6625,False
536,1,2,7.0,0,2,26.25,False
537,0,1,45.0,0,0,26.55,True
538,1,1,30.0,0,0,106.425,False
539,0,3,28.0,0,0,14.5,True
540,1,1,22.0,0,2,49.5,False
541,1,1,36.0,0,2,71.0,False
542,0,3,9.0,4,2,31.275,False
543,0,3,11.0,4,2,31.275,False
544,1,2,32.0,1,0,26.0,True
545,0,1,50.0,1,0,106.425,True
546,0,1,64.0,0,0,26.0,True
547,1,2,19.0,1,0,26.0,False
548,1,2,28.0,0,0,13.8625,True
549,0,3,33.0,1,1,20.525,True
550,1,2,8.0,1,1,36.75,True
551,1,1,17.0,0,2,110.8833,True
552,0,2,27.0,0,0,26.0,True
553,0,3,28.0,0,0,7.8292,True
554,1,3,22.0,0,0,7.225,True
555,1,3,22.0,0,0,7.775,False
556,0,1,62.0,0,0,26.55,True
557,1,1,48.0,1,0,39.6,False
558,0,1,28.0,0,0,227.525,True
559,1,1,39.0,1,1,79.65,False
560,1,3,36.0,1,0,17.4,False
561,0,3,28.0,0,0,7.75,True
562,0,3,40.0,0,0,7.8958,True
563,0,2,28.0,0,0,13.5,True
564,0,3,28.0,0,0,8.05,True
565,0,3,28.0,0,0,8.05,False
566,0,3,24.0,2,0,24.15,True
567,0,3,19.0,0,0,7.8958,True
568,0,3,29.0,0,4,21.075,False
569,0,3,28.0,0,0,7.2292,True
570,1,3,32.0,0,0,7.8542,True
571,1,2,62.0,0,0,10.5,True
572,1,1,53.0,2,0,51.4792,False
573,1,1,36.0,0,0,26.3875,True
574,1,3,28.0,0,0,7.75,False
575,0,3,16.0,0,0,8.05,True
576,0,3,19.0,0,0,14.5,True
577,1,2,34.0,0,0,13.0,False
578,1,1,39.0,1,0,55.9,False
579,0,3,28.0,1,0,14.4583,False
580,1,3,32.0,0,0,7.925,True
581,1,2,25.0,1,1,30.0,False
582,1,1,39.0,1,1,110.8833,False
583,0,2,54.0,0,0,26.0,True
584,0,1,36.0,0,0,40.125,True
585,0,3,28.0,0,0,8.7125,True
586,1,1,18.0,0,2,79.65,False
587,0,2,47.0,0,0,15.0,True
588,1,1,60.0,1,1,79.2,True
589,0,3,22.0,0,0,8.05,True
590,0,3,28.0,0,0,8.05,True
591,0,3,35.0,0,0,7.125,True
592,1,1,52.0,1,0,78.2667,False
593,0,3,47.0,0,0,7.25,True
594,0,3,28.0,0,2,7.75,False
595,0,2,37.0,1,0,26.0,True
596,0,3,36.0,1,1,24.15,True
597,1,2,28.0,0,0,33.0,False
598,0,3,49.0,0,0,0.0,True
599,0,3,28.0,0,0,7.225,True
600,1,1,49.0,1,0,56.9292,True
601,1,2,24.0,2,1,27.0,False
602,0,3,28.0,0,0,7.8958,True
603,0,1,28.0,0,0,42.4,True
604,0,3,44.0,0,0,8.05,True
605,1,1,35.0,0,0,26.55,True
606,0,3,36.0,1,0,15.55,True
607,0,3,30.0,0,0,7.8958,True
608,1,1,27.0,0,0,30.5,True
609,1,2,22.0,1,2,41.5792,False
610,1,1,40.0,0,0,153.4625,False
611,0,3,39.0,1,5,31.275,False
612,0,3,28.0,0,0,7.05,True
613,1,3,28.0,1,0,15.5,False
614,0,3,28.0,0,0,7.75,True
615,0,3,35.0,0,0,8.05,True
616,1,2,24.0,1,2,65.0,False
617,0,3,34.0,1,1,14.4,True
618,0,3,26.0,1,0,16.1,False
619,1,2,4.0,2,1,39.0,False
620,0,2,26.0,0,0,10.5,True
621,0,3,27.0,1,0,14.4542,True
622,1,1,42.0,1,0,52.5542,True
623,1,3,20.0,1,1,15.7417,True
624,0,3,21.0,0,0,7.8542,True
625,0,3,21.0,0,0,16.1,True
626,0,1,61.0,0,0,32.3208,True
627,0,2,57.0,0,0,12.35,True
628,1,1,21.0,0,0,77.9583,False
629,0,3,26.0,0,0,7.8958,True
630,0,3,28.0,0,0,7.7333,True
631,1,1,80.0,0,0,30.0,True
632,0,3,51.0,0,0,7.0542,True
633,1,1,32.0,0,0,30.5,True
634,0,1,28.0,0,0,0.0,True
635,0,3,9.0,3,2,27.9,False
636,1,2,28.0,0,0,13.0,False
637,0,3,32.0,0,0,7.925,True
638,0,2,31.0,1,1,26.25,True
639,0,3,41.0,0,5,39.6875,False
640,0,3,28.0,1,0,16.1,True
641,0,3,20.0,0,0,7.8542,True
642,1,1,24.0,0,0,69.3,False
643,0,3,2.0,3,2,27.9,False
644,1,3,28.0,0,0,56.4958,True
645,1,3,0.75,2,1,19.2583,False
646,1,1,48.0,1,0,76.7292,True
647,0,3,19.0,0,0,7.8958,True
648,1,1,56.0,0,0,35.5,True
649,0,3,28.0,0,0,7.55,True
650,1,3,23.0,0,0,7.55,False
651,0,3,28.0,0,0,7.8958,True
652,1,2,18.0,0,1,23.0,False
653,0,3,21.0,0,0,8.4333,True
654,1,3,28.0,0,0,7.8292,False
655,0,3,18.0,0,0,6.75,False
656,0,2,24.0,2,0,73.5,True
657,0,3,28.0,0,0,7.8958,True
658,0,3,32.0,1,1,15.5,False
659,0,2,23.0,0,0,13.0,True
660,0,1,58.0,0,2,113.275,True
661,1,1,50.0,2,0,133.65,True
662,0,3,40.0,0,0,7.225,True
663,0,1,47.0,0,0,25.5875,True
664,0,3,36.0,0,0,7.4958,True
665,1,3,20.0,1,0,7.925,True
666,0,2,32.0,2,0,73.5,True
667,0,2,25.0,0,0,13.0,True
668,0,3,28.0,0,0,7.775,True
669,0,3,43.0,0,0,8.05,True
670,1,1,28.0,1,0,52.0,False
671,1,2,40.0,1,1,39.0,False
672,0,1,31.0,1,0,52.0,True
673,0,2,70.0,0,0,10.5,True
674,1,2,31.0,0,0,13.0,True
675,0,2,28.0,0,0,0.0,True
676,0,3,18.0,0,0,7.775,True
677,0,3,24.5,0,0,8.05,True
678,1,3,18.0,0,0,9.8417,False
679,0,3,43.0,1,6,46.9,False
680,1,1,36.0,0,1,512.3292,True
681,0,3,28.0,0,0,8.1375,False
682,1,1,27.0,0,0,76.7292,True
683,0,3,20.0,0,0,9.225,True
684,0,3,14.0,5,2,46.9,True
685,0,2,60.0,1,1,39.0,True
